experiment_id,model,task,example_id,prediction,ground_truth,is_correct,latency_ms,timestamp,error
llama3.2_local_baseline_math,llama3.2,math,520,22,63,False,4329.586,2026-01-21T05:26:13.643742,
llama3.2_local_baseline_math,llama3.2,math,521,19,39,False,4975.772,2026-01-21T05:26:18.619543,
llama3.2_local_baseline_math,llama3.2,math,522,29,29,True,5269.68,2026-01-21T05:26:23.892239,
llama3.2_local_baseline_math,llama3.2,math,523,74,74,True,3397.392,2026-01-21T05:26:27.289646,
llama3.2_local_baseline_math,llama3.2,math,524,3,9,False,4363.540999999999,2026-01-21T05:26:31.653202,
llama3.2_local_baseline_math,llama3.2,math,525,36,12,False,4201.957,2026-01-21T05:26:35.855167,
llama3.2_local_baseline_math,llama3.2,math,526,$21,21,False,6304.717000000001,2026-01-21T05:26:42.159907,
llama3.2_local_baseline_math,llama3.2,math,527,240,48,False,4681.642,2026-01-21T05:26:46.841571,
llama3.2_local_baseline_math,llama3.2,math,528,108,172,False,5774.1759999999995,2026-01-21T05:26:52.615776,
llama3.2_local_baseline_math,llama3.2,math,529,11,11,True,9785.976,2026-01-21T05:27:02.401802,
llama3.2_local_baseline_math,llama3.2,math,530,40,36,False,5879.899,2026-01-21T05:27:08.281742,
llama3.2_local_baseline_math,llama3.2,math,531,72,66,False,5830.924000000001,2026-01-21T05:27:14.112715,
llama3.2_local_baseline_math,llama3.2,math,532,1,25,False,9676.173,2026-01-21T05:27:23.788908,
llama3.2_local_baseline_math,llama3.2,math,533,250,300,False,4966.749,2026-01-21T05:27:28.755690,
llama3.2_local_baseline_math,llama3.2,math,534,300,300,True,8579.565999999999,2026-01-21T05:27:37.335289,
llama3.2_local_baseline_math,llama3.2,math,535,16,16,True,3224.4449999999997,2026-01-21T05:27:40.559804,
llama3.2_local_baseline_math,llama3.2,math,536,8,8,True,3261.643,2026-01-21T05:27:43.821457,
llama3.2_local_baseline_math,llama3.2,math,537,188,188,True,3883.636,2026-01-21T05:27:47.705102,
llama3.2_local_baseline_math,llama3.2,math,538,18,18,True,4352.593,2026-01-21T05:27:52.057720,
llama3.2_local_baseline_math,llama3.2,math,539,60,35,False,3615.53,2026-01-21T05:27:55.673310,
llama3.2_local_baseline_math,llama3.2,math,540,66,39,False,9931.025,2026-01-21T05:28:05.604355,
llama3.2_local_baseline_math,llama3.2,math,541,50,50,True,7138.075,2026-01-21T05:28:12.742460,
llama3.2_local_baseline_math,llama3.2,math,542,7.00,7,True,5173.423,2026-01-21T05:28:17.915902,
llama3.2_local_baseline_math,llama3.2,math,543,6,6,True,3470.214,2026-01-21T05:28:21.386496,
llama3.2_local_baseline_math,llama3.2,math,544,80,80,True,3525.0080000000003,2026-01-21T05:28:24.911533,
llama3.2_local_baseline_math,llama3.2,math,545,30,30,True,3343.0620000000004,2026-01-21T05:28:28.254610,
llama3.2_local_baseline_math,llama3.2,math,546,65,130,False,3416.9,2026-01-21T05:28:31.671535,
llama3.2_local_baseline_math,llama3.2,math,547,81,81,True,5154.672,2026-01-21T05:28:36.826215,
llama3.2_local_baseline_math,llama3.2,math,548,100,100,True,3522.752,2026-01-21T05:28:40.348979,
llama3.2_local_baseline_math,llama3.2,math,549,398,398,True,3716.7889999999998,2026-01-21T05:28:44.065777,
llama3.2_local_baseline_math,llama3.2,math,550,27,27,True,6771.749,2026-01-21T05:28:50.837553,
llama3.2_local_baseline_math,llama3.2,math,551,17,17,True,3917.024,2026-01-21T05:28:54.754611,
llama3.2_local_baseline_math,llama3.2,math,552,450,450,True,5553.036,2026-01-21T05:29:00.307668,
llama3.2_local_baseline_math,llama3.2,math,553,92,92,True,4100.503,2026-01-21T05:29:04.408183,
llama3.2_local_baseline_math,llama3.2,math,554,54,54,True,6132.9349999999995,2026-01-21T05:29:10.541173,
llama3.2_local_baseline_math,llama3.2,math,555,2,2,True,4143.568,2026-01-21T05:29:14.684761,
llama3.2_local_baseline_math,llama3.2,math,556,$120,160,False,2364.094,2026-01-21T05:29:17.048872,
llama3.2_local_baseline_math,llama3.2,math,557,70,70,True,4880.264999999999,2026-01-21T05:29:21.929160,
llama3.2_local_baseline_math,llama3.2,math,558,3,3,True,3907.4680000000003,2026-01-21T05:29:25.836670,
llama3.2_local_baseline_math,llama3.2,math,559,16,16,True,65341.28800000001,2026-01-21T05:30:31.177970,
llama3.2_local_baseline_math,llama3.2,math,560,45,45,True,6317.497,2026-01-21T05:30:37.495502,
llama3.2_local_baseline_math,llama3.2,math,561,180,180,True,4333.64,2026-01-21T05:30:41.829161,
llama3.2_local_baseline_math,llama3.2,math,562,82,82,True,4656.157,2026-01-21T05:30:46.485342,
llama3.2_local_baseline_math,llama3.2,math,563,$12,12,False,5733.309,2026-01-21T05:30:52.218667,
llama3.2_local_baseline_math,llama3.2,math,564,240,240,True,6034.474,2026-01-21T05:30:58.253173,
llama3.2_local_baseline_math,llama3.2,math,565,5,5,True,3758.194,2026-01-21T05:31:02.011387,
llama3.2_local_baseline_math,llama3.2,math,566,17,10,False,4646.489,2026-01-21T05:31:06.657953,
llama3.2_local_baseline_math,llama3.2,math,567,9,9,True,5319.286,2026-01-21T05:31:11.977281,
llama3.2_local_baseline_math,llama3.2,math,568,175,175,True,5116.018999999999,2026-01-21T05:31:17.093388,
llama3.2_local_baseline_math,llama3.2,math,569,21,21,True,2968.6,2026-01-21T05:31:20.062001,
llama3.2_local_baseline_math,llama3.2,math,570,22,23,False,8666.062,2026-01-21T05:31:28.728076,
llama3.2_local_baseline_math,llama3.2,math,571,308,308,True,3489.641,2026-01-21T05:31:32.217752,
llama3.2_local_baseline_math,llama3.2,math,572,100,100,True,5359.752,2026-01-21T05:31:37.577520,
llama3.2_local_baseline_math,llama3.2,math,573,600,600,True,4520.279,2026-01-21T05:31:42.097829,
llama3.2_local_baseline_math,llama3.2,math,574,$37.00,37,False,7485.070000000001,2026-01-21T05:31:49.582912,
llama3.2_local_baseline_math,llama3.2,math,575,$36,36,False,4452.038,2026-01-21T05:31:54.034974,
llama3.2_local_baseline_math,llama3.2,math,576,10500,11232,False,8144.978,2026-01-21T05:32:02.180006,
llama3.2_local_baseline_math,llama3.2,math,577,64.29,40,False,5331.409,2026-01-21T05:32:07.511434,
llama3.2_local_baseline_math,llama3.2,math,578,48,48,True,4026.009,2026-01-21T05:32:11.537472,
llama3.2_local_baseline_math,llama3.2,math,579,7,7,True,2956.213,2026-01-21T05:32:14.493699,
llama3.2_local_baseline_math,llama3.2,math,580,508,500,False,6177.711,2026-01-21T05:32:20.671423,
llama3.2_local_baseline_math,llama3.2,math,581,215,215,True,5279.725,2026-01-21T05:32:25.951190,
llama3.2_local_baseline_math,llama3.2,math,582,"129,200",129200,True,3550.222,2026-01-21T05:32:29.501462,
llama3.2_local_baseline_math,llama3.2,math,583,120,120,True,4665.848999999999,2026-01-21T05:32:34.167319,
llama3.2_local_baseline_math,llama3.2,math,584,$2,2,False,6485.008,2026-01-21T05:32:40.652337,
llama3.2_local_baseline_math,llama3.2,math,585,40,40,True,5591.005,2026-01-21T05:32:46.243366,
llama3.2_local_baseline_math,llama3.2,math,586,800,800,True,5374.099,2026-01-21T05:32:51.617902,
llama3.2_local_baseline_math,llama3.2,math,587,30,30,True,8844.109,2026-01-21T05:33:00.462046,
llama3.2_local_baseline_math,llama3.2,math,588,52,52,True,4554.2,2026-01-21T05:33:05.016284,
llama3.2_local_baseline_math,llama3.2,math,589,2.50,15,False,5008.41,2026-01-21T05:33:10.024711,
llama3.2_local_baseline_math,llama3.2,math,590,278,319,False,9456.872000000001,2026-01-21T05:33:19.481627,
llama3.2_local_baseline_math,llama3.2,math,591,220,220,True,4600.207,2026-01-21T05:33:24.081843,
llama3.2_local_baseline_math,llama3.2,math,592,$1,1,False,4857.2519999999995,2026-01-21T05:33:28.939114,
llama3.2_local_baseline_math,llama3.2,math,593,3,3,True,4084.948,2026-01-21T05:33:33.024134,
llama3.2_local_baseline_math,llama3.2,math,594,42,42,True,4890.161,2026-01-21T05:33:37.914317,
llama3.2_local_baseline_math,llama3.2,math,595,13,13,True,4071.764,2026-01-21T05:33:41.986152,
llama3.2_local_baseline_math,llama3.2,math,596,260,260,True,4501.7339999999995,2026-01-21T05:33:46.487895,
llama3.2_local_baseline_math,llama3.2,math,597,90,90,True,5143.722000000001,2026-01-21T05:33:51.631634,
llama3.2_local_baseline_math,llama3.2,math,598,69,69,True,5530.257,2026-01-21T05:33:57.161936,
llama3.2_local_baseline_math,llama3.2,math,599,48,48,True,4446.886,2026-01-21T05:34:01.608873,
llama3.2_local_baseline_math,llama3.2,math,600,10,10,True,4933.25,2026-01-21T05:34:06.542133,
llama3.2_local_baseline_math,llama3.2,math,601,99,104,False,4732.904,2026-01-21T05:34:11.275190,
llama3.2_local_baseline_math,llama3.2,math,602,5,5,True,4514.834,2026-01-21T05:34:15.790035,
llama3.2_local_baseline_math,llama3.2,math,603,1260,1800,False,6560.168,2026-01-21T05:34:22.350221,
llama3.2_local_baseline_math,llama3.2,math,604,$12,12,False,4400.397,2026-01-21T05:34:26.750640,
llama3.2_local_baseline_math,llama3.2,math,605,42,42,True,5363.785,2026-01-21T05:34:32.114439,
llama3.2_local_baseline_math,llama3.2,math,606,3,6,False,7304.861,2026-01-21T05:34:39.419307,
llama3.2_local_baseline_math,llama3.2,math,607,0.33,10,False,9067.475999999999,2026-01-21T05:34:48.486816,
llama3.2_local_baseline_math,llama3.2,math,608,$4.64,8,False,6542.535,2026-01-21T05:34:55.029382,
llama3.2_local_baseline_math,llama3.2,math,609,7,7,True,4147.0380000000005,2026-01-21T05:34:59.176439,
llama3.2_local_baseline_math,llama3.2,math,610,"$65,560","65,960",False,4290.256,2026-01-21T05:35:03.466718,
llama3.2_local_baseline_math,llama3.2,math,611,"1,450,000","1,450,000",True,6383.016,2026-01-21T05:35:09.849747,
llama3.2_local_baseline_math,llama3.2,math,612,30,30,True,3906.021,2026-01-21T05:35:13.755828,
llama3.2_local_baseline_math,llama3.2,math,613,"93,000",93000,True,3763.712,2026-01-21T05:35:17.519551,
llama3.2_local_baseline_math,llama3.2,math,614,$312,312,False,4261.151,2026-01-21T05:35:21.780716,
llama3.2_local_baseline_math,llama3.2,math,615,33,33,True,4272.263,2026-01-21T05:35:26.052991,
llama3.2_local_baseline_math,llama3.2,math,616,10,10,True,3132.501,2026-01-21T05:35:29.185502,
llama3.2_local_baseline_math,llama3.2,math,617,5,5,True,3845.986,2026-01-21T05:35:33.031500,
llama3.2_local_baseline_math,llama3.2,math,618,36,36,True,7613.258,2026-01-21T05:35:40.644772,
llama3.2_local_baseline_math,llama3.2,math,619,76,76,True,6387.6359999999995,2026-01-21T05:35:47.032459,
llama3.2_local_baseline_math,llama3.2,math,620,1509,1509,True,5164.707,2026-01-21T05:35:52.197180,
llama3.2_local_baseline_math,llama3.2,math,621,$3000,3000,False,4653.96,2026-01-21T05:35:56.851174,
llama3.2_local_baseline_math,llama3.2,math,622,7,7,True,7697.053000000001,2026-01-21T05:36:04.548248,
llama3.2_local_baseline_math,llama3.2,math,623,8,8,True,3365.43,2026-01-21T05:36:07.913728,
llama3.2_local_baseline_math,llama3.2,math,624,85,85,True,3855.8500000000004,2026-01-21T05:36:11.769598,
llama3.2_local_baseline_math,llama3.2,math,625,160,160,True,3813.038,2026-01-21T05:36:15.582653,
llama3.2_local_baseline_math,llama3.2,math,626,72,72,True,3473.026,2026-01-21T05:36:19.055699,
llama3.2_local_baseline_math,llama3.2,math,627,54,54,True,5434.567,2026-01-21T05:36:24.490296,
llama3.2_local_baseline_math,llama3.2,math,628,4,4,True,5233.794,2026-01-21T05:36:29.724150,
llama3.2_local_baseline_math,llama3.2,math,629,"17,500",17500,True,4278.747,2026-01-21T05:36:34.002908,
llama3.2_local_baseline_math,llama3.2,math,630,10,10,True,5715.308,2026-01-21T05:36:39.718278,
llama3.2_local_baseline_math,llama3.2,math,631,4800,4800,True,5913.674999999999,2026-01-21T05:36:45.632025,
llama3.2_local_baseline_math,llama3.2,math,632,45,45,True,4292.249,2026-01-21T05:36:49.924283,
llama3.2_local_baseline_math,llama3.2,math,633,5,5,True,4892.459,2026-01-21T05:36:54.816752,
llama3.2_local_baseline_math,llama3.2,math,634,14,14,True,3204.6389999999997,2026-01-21T05:36:58.021478,
llama3.2_local_baseline_math,llama3.2,math,635,4,4,True,6270.665,2026-01-21T05:37:04.292158,
llama3.2_local_baseline_math,llama3.2,math,636,1050,1050,True,4317.3279999999995,2026-01-21T05:37:08.609534,
llama3.2_local_baseline_math,llama3.2,math,637,17,17,True,3618.248,2026-01-21T05:37:12.227796,
llama3.2_local_baseline_math,llama3.2,math,638,$12.00,12,False,4990.598999999999,2026-01-21T05:37:17.218411,
llama3.2_local_baseline_math,llama3.2,math,639,216,216,True,2669.248,2026-01-21T05:37:19.887670,
llama3.2_local_baseline_math,llama3.2,math,640,"43,500","43,500",True,7280.364,2026-01-21T05:37:27.168055,
llama3.2_local_baseline_math,llama3.2,math,641,"378,000",262500,False,5632.803,2026-01-21T05:37:32.800913,
llama3.2_local_baseline_math,llama3.2,math,642,"$10,800","10,800",False,8252.312,2026-01-21T05:37:41.053252,
llama3.2_local_baseline_math,llama3.2,math,643,840,840,True,3588.915,2026-01-21T05:37:44.642224,
llama3.2_local_baseline_math,llama3.2,math,644,29,29,True,3535.094,2026-01-21T05:37:48.177339,
llama3.2_local_baseline_math,llama3.2,math,645,48,48,True,3523.1789999999996,2026-01-21T05:37:51.700537,
llama3.2_local_baseline_math,llama3.2,math,646,79,79,True,3666.313,2026-01-21T05:37:55.366915,
llama3.2_local_baseline_math,llama3.2,math,647,22,10,False,4234.4929999999995,2026-01-21T05:37:59.601426,
llama3.2_local_baseline_math,llama3.2,math,648,54,54,True,4260.583,2026-01-21T05:38:03.862036,
llama3.2_local_baseline_math,llama3.2,math,649,162000,162000,True,4660.154,2026-01-21T05:38:08.522205,
llama3.2_local_baseline_math,llama3.2,math,650,142,142,True,6010.036,2026-01-21T05:38:14.532299,
llama3.2_local_baseline_math,llama3.2,math,651,2100,2100,True,4880.353,2026-01-21T05:38:19.412664,
llama3.2_local_baseline_math,llama3.2,math,652,105,75,False,5060.787,2026-01-21T05:38:24.473467,
llama3.2_local_baseline_math,llama3.2,math,653,80,80,True,4471.237999999999,2026-01-21T05:38:28.944739,
llama3.2_local_baseline_math,llama3.2,math,654,4,2,False,4798.56,2026-01-21T05:38:33.743305,
llama3.2_local_baseline_math,llama3.2,math,655,10,10,True,3991.2619999999997,2026-01-21T05:38:37.734582,
llama3.2_local_baseline_math,llama3.2,math,656,10,10,True,3834.476,2026-01-21T05:38:41.569108,
llama3.2_local_baseline_math,llama3.2,math,657,"330,000",330000,True,4973.005999999999,2026-01-21T05:38:46.542124,
llama3.2_local_baseline_math,llama3.2,math,658,120,120,True,5656.933999999999,2026-01-21T05:38:52.199080,
llama3.2_local_baseline_math,llama3.2,math,659,$3,3,False,5857.284,2026-01-21T05:38:58.056403,
llama3.2_local_baseline_math,llama3.2,math,660,15,15,True,4495.357,2026-01-21T05:39:02.551771,
llama3.2_local_baseline_math,llama3.2,math,661,44,44,True,6401.063,2026-01-21T05:39:08.952865,
llama3.2_local_baseline_math,llama3.2,math,662,$7.00,7,False,5164.524,2026-01-21T05:39:14.117419,
llama3.2_local_baseline_math,llama3.2,math,663,193,193,True,3740.362,2026-01-21T05:39:17.857789,
llama3.2_local_baseline_math,llama3.2,math,664,32,32,True,4363.837,2026-01-21T05:39:22.221634,
llama3.2_local_baseline_math,llama3.2,math,665,360,360,True,4360.281,2026-01-21T05:39:26.581948,
llama3.2_local_baseline_math,llama3.2,math,666,$120,120,False,5725.145,2026-01-21T05:39:32.307099,
llama3.2_local_baseline_math,llama3.2,math,667,53,53,True,3465.226,2026-01-21T05:39:35.772337,
llama3.2_local_baseline_math,llama3.2,math,668,3,3,True,4818.314,2026-01-21T05:39:40.590709,
llama3.2_local_baseline_math,llama3.2,math,669,132,132,True,4531.524,2026-01-21T05:39:45.122251,
llama3.2_local_baseline_math,llama3.2,math,670,4,4,True,3290.4559999999997,2026-01-21T05:39:48.412731,
llama3.2_local_baseline_math,llama3.2,math,671,4,4,True,4179.502,2026-01-21T05:39:52.592254,
llama3.2_local_baseline_math,llama3.2,math,672,7,2,False,4149.726000000001,2026-01-21T05:39:56.741998,
llama3.2_local_baseline_math,llama3.2,math,673,9,9,True,2911.596,2026-01-21T05:39:59.653618,
llama3.2_local_baseline_math,llama3.2,math,674,12,12,True,4472.807000000001,2026-01-21T05:40:04.126436,
llama3.2_local_baseline_math,llama3.2,math,675,9,33,False,7327.499000000001,2026-01-21T05:40:11.453962,
llama3.2_local_baseline_math,llama3.2,math,676,240,240,True,4390.285000000001,2026-01-21T05:40:15.844282,
llama3.2_local_baseline_math,llama3.2,math,677,36,36,True,3501.4539999999997,2026-01-21T05:40:19.345752,
llama3.2_local_baseline_math,llama3.2,math,678,120,120,True,3988.845,2026-01-21T05:40:23.334605,
llama3.2_local_baseline_math,llama3.2,math,679,576,576,True,3799.1450000000004,2026-01-21T05:40:27.133758,
llama3.2_local_baseline_math,llama3.2,math,680,20,20,True,3358.7980000000002,2026-01-21T05:40:30.492576,
llama3.2_local_baseline_math,llama3.2,math,681,298,298,True,6259.275,2026-01-21T05:40:36.751859,
llama3.2_local_baseline_math,llama3.2,math,682,80,80,True,4960.911,2026-01-21T05:40:41.712790,
llama3.2_local_baseline_math,llama3.2,math,683,50,50,True,4777.287,2026-01-21T05:40:46.490094,
llama3.2_local_baseline_math,llama3.2,math,684,11,11,True,4445.905,2026-01-21T05:40:50.936014,
llama3.2_local_baseline_math,llama3.2,math,685,14,14,True,4873.901,2026-01-21T05:40:55.809946,
llama3.2_local_baseline_math,llama3.2,math,686,80,80,True,3408.553,2026-01-21T05:40:59.218516,
llama3.2_local_baseline_math,llama3.2,math,687,16,13,False,6228.374,2026-01-21T05:41:05.446905,
llama3.2_local_baseline_math,llama3.2,math,688,100,100,True,4557.666,2026-01-21T05:41:10.004672,
llama3.2_local_baseline_math,llama3.2,math,689,$9.00,7,False,6519.63,2026-01-21T05:41:16.524309,
llama3.2_local_baseline_math,llama3.2,math,690,5760,5760,True,6130.214,2026-01-21T05:41:22.654542,
llama3.2_local_baseline_math,llama3.2,math,691,0,25,False,5254.47,2026-01-21T05:41:27.909025,
llama3.2_local_baseline_math,llama3.2,math,692,32,32,True,6383.376,2026-01-21T05:41:34.292427,
llama3.2_local_baseline_math,llama3.2,math,693,68,68,True,5861.758,2026-01-21T05:41:40.154198,
llama3.2_local_baseline_math,llama3.2,math,694,9,9,True,5836.2429999999995,2026-01-21T05:41:45.990609,
llama3.2_local_baseline_math,llama3.2,math,695,5,5,True,4553.732,2026-01-21T05:41:50.544356,
llama3.2_local_baseline_math,llama3.2,math,696,145,145,True,6792.539,2026-01-21T05:41:57.336927,
llama3.2_local_baseline_math,llama3.2,math,697,27,27,True,3167.9,2026-01-21T05:42:00.504842,
llama3.2_local_baseline_math,llama3.2,math,698,720.00,720,True,4585.877,2026-01-21T05:42:05.090749,
llama3.2_local_baseline_math,llama3.2,math,699,12,8,False,2828.8160000000003,2026-01-21T05:42:07.919576,
llama3.2_local_baseline_math,llama3.2,math,700,135,135,True,6437.427,2026-01-21T05:42:14.357038,
llama3.2_local_baseline_math,llama3.2,math,701,200,200,True,6238.024,2026-01-21T05:42:20.595071,
llama3.2_local_baseline_math,llama3.2,math,702,2800,2800,True,6409.849,2026-01-21T05:42:27.004945,
llama3.2_local_baseline_math,llama3.2,math,703,50,50,True,67882.489,2026-01-21T05:43:34.887474,
llama3.2_local_baseline_math,llama3.2,math,704,50,50,True,6652.659,2026-01-21T05:43:41.540174,
llama3.2_local_baseline_math,llama3.2,math,705,3000,120,False,4631.969,2026-01-21T05:43:46.172197,
llama3.2_local_baseline_math,llama3.2,math,706,6,9,False,6042.6320000000005,2026-01-21T05:43:52.214846,
llama3.2_local_baseline_math,llama3.2,math,707,8,8,True,5515.8279999999995,2026-01-21T05:43:57.730992,
llama3.2_local_baseline_math,llama3.2,math,708,$168,168,False,3321.366,2026-01-21T05:44:01.052571,
llama3.2_local_baseline_math,llama3.2,math,709,3000,3000,True,7754.322,2026-01-21T05:44:08.806921,
llama3.2_local_baseline_math,llama3.2,math,710,$45.00,45,False,6097.4839999999995,2026-01-21T05:44:14.904437,
llama3.2_local_baseline_math,llama3.2,math,711,6,6,True,4913.844,2026-01-21T05:44:19.818287,
llama3.2_local_baseline_math,llama3.2,math,712,14,14,True,5792.462,2026-01-21T05:44:25.610757,
llama3.2_local_baseline_math,llama3.2,math,713,576,576,True,4081.91,2026-01-21T05:44:29.692709,
llama3.2_local_baseline_math,llama3.2,math,714,10,10,True,4593.124000000001,2026-01-21T05:44:34.285845,
llama3.2_local_baseline_math,llama3.2,math,715,"$385,000",385000,False,5137.878,2026-01-21T05:44:39.423737,
llama3.2_local_baseline_math,llama3.2,math,716,770,770,True,5534.96,2026-01-21T05:44:44.958752,
llama3.2_local_baseline_math,llama3.2,math,717,5,5,True,3624.8089999999997,2026-01-21T05:44:48.583576,
llama3.2_local_baseline_math,llama3.2,math,718,2,2,True,4808.875,2026-01-21T05:44:53.392472,
llama3.2_local_baseline_math,llama3.2,math,719,175,175,True,3413.1200000000003,2026-01-21T05:44:56.805912,
llama3.2_local_baseline_math,llama3.2,math,720,1,4,False,3172.454,2026-01-21T05:44:59.978382,
llama3.2_local_baseline_math,llama3.2,math,721,3350,2450,False,7563.79,2026-01-21T05:45:07.542203,
llama3.2_local_baseline_math,llama3.2,math,722,255,255,True,4423.628,2026-01-21T05:45:11.965899,
llama3.2_local_baseline_math,llama3.2,math,723,160,160,True,4131.56,2026-01-21T05:45:16.097470,
llama3.2_local_baseline_math,llama3.2,math,724,30,18,False,7378.546,2026-01-21T05:45:23.476028,
llama3.2_local_baseline_math,llama3.2,math,725,25,25,True,5133.565,2026-01-21T05:45:28.609608,
llama3.2_local_baseline_math,llama3.2,math,726,10,10,True,6002.312,2026-01-21T05:45:34.611927,
llama3.2_local_baseline_math,llama3.2,math,727,112,112,True,5510.275,2026-01-21T05:45:40.122217,
llama3.2_local_baseline_math,llama3.2,math,728,40,40,True,4570.047,2026-01-21T05:45:44.692335,
llama3.2_local_baseline_math,llama3.2,math,729,1000,1000,True,5427.281,2026-01-21T05:45:50.119627,
llama3.2_local_baseline_math,llama3.2,math,730,8,8,True,3702.382,2026-01-21T05:45:53.822025,
llama3.2_local_baseline_math,llama3.2,math,731,1,1,True,5277.784,2026-01-21T05:45:59.099849,
llama3.2_local_baseline_math,llama3.2,math,732,87,87,True,5882.995,2026-01-21T05:46:04.982869,
llama3.2_local_baseline_math,llama3.2,math,733,$5,5,False,2838.589,2026-01-21T05:46:07.821706,
llama3.2_local_baseline_math,llama3.2,math,734,17,17,True,3614.798,2026-01-21T05:46:11.436531,
llama3.2_local_baseline_math,llama3.2,math,735,50,50,True,4673.608,2026-01-21T05:46:16.110154,
llama3.2_local_baseline_math,llama3.2,math,736,3,3,True,3952.391,2026-01-21T05:46:20.062556,
llama3.2_local_baseline_math,llama3.2,math,737,2,2,True,5680.268,2026-01-21T05:46:25.742838,
llama3.2_local_baseline_math,llama3.2,math,738,4,4,True,4117.1720000000005,2026-01-21T05:46:29.860043,
llama3.2_local_baseline_math,llama3.2,math,739,98,98,True,6895.189,2026-01-21T05:46:36.755241,
llama3.2_local_baseline_math,llama3.2,math,740,40,25,False,4978.201,2026-01-21T05:46:41.733483,
llama3.2_local_baseline_math,llama3.2,math,741,28,28,True,2922.7949999999996,2026-01-21T05:46:44.656299,
llama3.2_local_baseline_math,llama3.2,math,742,24,24,True,5165.105,2026-01-21T05:46:49.821421,
llama3.2_local_baseline_math,llama3.2,math,743,8,8,True,4119.596,2026-01-21T05:46:53.941027,
llama3.2_local_baseline_math,llama3.2,math,744,4,4,True,3828.2419999999997,2026-01-21T05:46:57.769302,
llama3.2_local_baseline_math,llama3.2,math,745,1100,1100,True,5381.463,2026-01-21T05:47:03.150773,
llama3.2_local_baseline_math,llama3.2,math,746,28,28,True,6618.271,2026-01-21T05:47:09.769079,
llama3.2_local_baseline_math,llama3.2,math,747,350,350,True,3729.344,2026-01-21T05:47:13.498432,
llama3.2_local_baseline_math,llama3.2,math,748,336,336,True,7342.679999999999,2026-01-21T05:47:20.841145,
llama3.2_local_baseline_math,llama3.2,math,749,6,3,False,4482.506,2026-01-21T05:47:25.323672,
llama3.2_local_baseline_math,llama3.2,math,750,4000,4000,True,5042.225,2026-01-21T05:47:30.366317,
llama3.2_local_baseline_math,llama3.2,math,751,43,43,True,4796.732999999999,2026-01-21T05:47:35.163060,
llama3.2_local_baseline_math,llama3.2,math,752,300,240,False,3429.375,2026-01-21T05:47:38.592448,
llama3.2_local_baseline_math,llama3.2,math,753,134,128,False,4963.179,2026-01-21T05:47:43.555670,
llama3.2_local_baseline_math,llama3.2,math,754,181,89,False,8586.003,2026-01-21T05:47:52.141683,
llama3.2_local_baseline_math,llama3.2,math,755,7,7,True,3746.627,2026-01-21T05:47:55.888406,
llama3.2_local_baseline_math,llama3.2,math,756,22,22,True,4745.989,2026-01-21T05:48:00.634406,
llama3.2_local_baseline_math,llama3.2,math,757,75,75,True,4809.824,2026-01-21T05:48:05.444246,
llama3.2_local_baseline_math,llama3.2,math,758,133,133,True,3624.1189999999997,2026-01-21T05:48:09.068374,
llama3.2_local_baseline_math,llama3.2,math,759,"60,000",60000,True,3559.49,2026-01-21T05:48:12.627875,
llama3.2_local_baseline_math,llama3.2,math,760,16,16,True,7978.16,2026-01-21T05:48:20.606059,
llama3.2_local_baseline_math,llama3.2,math,761,27,27,True,5574.995000000001,2026-01-21T05:48:26.181078,
llama3.2_local_baseline_math,llama3.2,math,762,85,85,True,3302.225,2026-01-21T05:48:29.483363,
llama3.2_local_baseline_math,llama3.2,math,763,142,100,False,7543.984,2026-01-21T05:48:37.027825,
llama3.2_local_baseline_math,llama3.2,math,764,14,14,True,3747.592,2026-01-21T05:48:40.775441,
llama3.2_local_baseline_math,llama3.2,math,765,490,490,True,4643.849999999999,2026-01-21T05:48:45.419310,
llama3.2_local_baseline_math,llama3.2,math,766,12,12,True,3299.813,2026-01-21T05:48:48.719142,
llama3.2_local_baseline_math,llama3.2,math,767,$60,60,False,4707.5199999999995,2026-01-21T05:48:53.426680,
llama3.2_local_baseline_math,llama3.2,math,768,600,675,False,4517.574,2026-01-21T05:48:57.944297,
llama3.2_local_baseline_math,llama3.2,math,769,195,110,False,6775.949,2026-01-21T05:49:04.720264,
llama3.2_local_baseline_math,llama3.2,math,770,4,4,True,3467.188,2026-01-21T05:49:08.187478,
llama3.2_local_baseline_math,llama3.2,math,771,$3,3,False,4782.93,2026-01-21T05:49:12.970438,
llama3.2_local_baseline_math,llama3.2,math,772,(6 / 12) * 100 = 50,50,False,4280.304,2026-01-21T05:49:17.250762,
llama3.2_local_baseline_math,llama3.2,math,773,10,10,True,5355.4890000000005,2026-01-21T05:49:22.606265,
llama3.2_local_baseline_math,llama3.2,math,774,10,10,True,4395.968,2026-01-21T05:49:27.002261,
llama3.2_local_baseline_math,llama3.2,math,775,276,276,True,3918.4320000000002,2026-01-21T05:49:30.920714,
llama3.2_local_baseline_math,llama3.2,math,776,800,800,True,3226.8880000000004,2026-01-21T05:49:34.147613,
llama3.2_local_baseline_math,llama3.2,math,777,$2000,4400,False,5625.031,2026-01-21T05:49:39.772660,
llama3.2_local_baseline_math,llama3.2,math,778,38,38,True,4040.076,2026-01-21T05:49:43.812761,
llama3.2_local_baseline_math,llama3.2,math,779,225,255,False,9945.91,2026-01-21T05:49:53.758681,
llama3.2_local_baseline_math,llama3.2,math,780,-25,25,False,24238.033000000003,2026-01-21T05:50:17.996736,
